,date,variable,Germany,Israel,Italy,Spain,United Kingdom,United States
554,30-04-2021,Totale vaccinazioni,29675685.0,10451395.0,20196137.0,,49319518.0,240159677.0
555,30-04-2021,Totale vaccinazioni ogni cento abitanti,35.42,120.75,33.4,,72.65,71.81
558,01-05-2021,Totale vaccinazioni,30011789.0,10452597.0,20629302.0,,49834997.0,243463471.0
559,01-05-2021,Totale vaccinazioni ogni cento abitanti,35.82,120.76,34.12,,73.41,72.8
562,02-05-2021,Totale vaccinazioni,30276722.0,10461704.0,20999226.0,17178566.0,50097812.0,245591469.0
563,02-05-2021,Totale vaccinazioni ogni cento abitanti,36.14,120.87,34.73,36.74,73.8,73.43
566,03-05-2021,Totale vaccinazioni,30728265.0,10470735.0,21411687.0,17430810.0,50297911.0,246780203.0
567,03-05-2021,Totale vaccinazioni ogni cento abitanti,36.68,120.97,35.41,37.28,74.09,73.79
570,04-05-2021,Totale vaccinazioni,31570827.0,10478647.0,21860577.0,17916566.0,50682567.0,247769049.0
571,04-05-2021,Totale vaccinazioni ogni cento abitanti,37.68,121.06,36.16,38.32,74.66,74.08
574,05-05-2021,Totale vaccinazioni,32717494.0,10485623.0,22343550.0,18489580.0,51225890.0,249566820.0
575,05-05-2021,Totale vaccinazioni ogni cento abitanti,39.05,121.14,36.95,39.55,75.46,74.62
578,06-05-2021,Totale vaccinazioni,33707568.0,10491983.0,22863590.0,19048132.0,51834361.0,251973752.0
579,06-05-2021,Totale vaccinazioni ogni cento abitanti,40.23,121.22,37.81,40.74,76.36,75.34
582,07-05-2021,Totale vaccinazioni,34597384.0,10495926.0,23407752.0,,52433184.0,254779333.0
583,07-05-2021,Totale vaccinazioni ogni cento abitanti,41.29,121.26,38.71,,77.24,76.18
586,08-05-2021,Totale vaccinazioni,35023101.0,10496524.0,23921009.0,,53041048.0,257347205.0
587,08-05-2021,Totale vaccinazioni ogni cento abitanti,41.8,121.27,39.56,,78.13,76.95
590,09-05-2021,Totale vaccinazioni,35309220.0,10503916.0,24304616.0,19830624.0,53328845.0,259716989.0
591,09-05-2021,Totale vaccinazioni ogni cento abitanti,42.14,121.35,40.2,42.41,78.56,77.66
594,10-05-2021,Totale vaccinazioni,35898370.0,10511204.0,24745628.0,20162661.0,53675733.0,261599381.0
595,10-05-2021,Totale vaccinazioni ogni cento abitanti,42.85,121.44,40.93,43.12,79.07,78.22
598,11-05-2021,Totale vaccinazioni,36984080.0,10517258.0,25202621.0,20623815.0,54160993.0,263132561.0
599,11-05-2021,Totale vaccinazioni ogni cento abitanti,44.14,121.51,41.68,44.11,79.78,78.68
602,12-05-2021,Totale vaccinazioni,38399705.0,10522169.0,25686806.0,21071940.0,54797640.0,264680844.0
603,12-05-2021,Totale vaccinazioni ogni cento abitanti,45.83,121.57,42.48,45.07,80.72,79.14
606,13-05-2021,Totale vaccinazioni,38828913.0,10527464.0,26215767.0,21683707.0,55434965.0,266596486.0
607,13-05-2021,Totale vaccinazioni ogni cento abitanti,46.34,121.63,43.36,46.38,81.66,79.71
610,14-05-2021,Totale vaccinazioni,39585286.0,10529570.0,26770217.0,,56048435.0,268438666.0
611,14-05-2021,Totale vaccinazioni ogni cento abitanti,47.25,121.65,44.28,,82.56,80.26
614,15-05-2021,Totale vaccinazioni,39985304.0,10529877.0,27314608.0,,56677012.0,270832342.0
615,15-05-2021,Totale vaccinazioni ogni cento abitanti,47.72,121.65,45.18,,83.49,80.98
618,16-05-2021,Totale vaccinazioni,40267871.0,10531439.0,27724458.0,22313088.0,56992075.0,272925411.0
619,16-05-2021,Totale vaccinazioni ogni cento abitanti,48.06,121.67,45.85,47.72,83.95,81.61
622,17-05-2021,Totale vaccinazioni,40823098.0,10532384.0,28191471.0,22587343.0,57357857.0,274411901.0
623,17-05-2021,Totale vaccinazioni ogni cento abitanti,48.72,121.68,46.63,48.31,84.49,82.05
626,18-05-2021,Totale vaccinazioni,41694994.0,10539001.0,28660563.0,22973955.0,57855958.0,275535207.0
627,18-05-2021,Totale vaccinazioni ogni cento abitanti,49.76,121.76,47.4,49.14,85.23,82.39
630,19-05-2021,Totale vaccinazioni,42792512.0,10545907.0,29147265.0,23503085.0,58489834.0,277290173.0
631,19-05-2021,Totale vaccinazioni ogni cento abitanti,51.07,121.84,48.21,50.27,86.16,82.91
634,20-05-2021,Totale vaccinazioni,43739506.0,10551716.0,29699073.0,23962365.0,59178397.0,279397250.0
635,20-05-2021,Totale vaccinazioni ogni cento abitanti,52.21,121.91,49.12,51.25,87.17,83.54
638,21-05-2021,Totale vaccinazioni,44590131.0,10553948.0,30269116.0,,59824737.0,281595351.0
639,21-05-2021,Totale vaccinazioni ogni cento abitanti,53.22,121.93,50.06,,88.13,84.2
642,22-05-2021,Totale vaccinazioni,45063859.0,10554410.0,30788051.0,,60587098.0,283941223.0
643,22-05-2021,Totale vaccinazioni ogni cento abitanti,53.79,121.94,50.92,,89.25,84.9
646,23-05-2021,Totale vaccinazioni,45348943.0,10559734.0,31195456.0,24534056.0,60965594.0,285720586.0
647,23-05-2021,Totale vaccinazioni ogni cento abitanti,54.13,122.0,51.6,52.47,89.81,85.43
650,24-05-2021,Totale vaccinazioni,45674887.0,10565172.0,31659649.0,24876302.0,61420928.0,286890900.0
651,24-05-2021,Totale vaccinazioni ogni cento abitanti,54.52,122.06,52.36,53.21,90.48,85.78
654,25-05-2021,Totale vaccinazioni,46330233.0,10569260.0,32138054.0,25280864.0,61995062.0,287788872.0
655,25-05-2021,Totale vaccinazioni ogni cento abitanti,55.3,122.11,53.15,54.07,91.32,86.05
658,26-05-2021,Totale vaccinazioni,47509720.0,10572804.0,32663572.0,25745178.0,62658639.0,289212304.0
659,26-05-2021,Totale vaccinazioni ogni cento abitanti,56.71,122.15,54.02,55.06,92.3,86.48
662,27-05-2021,Totale vaccinazioni,48550259.0,10577384.0,33253004.0,26133689.0,63349252.0,290724607.0
663,27-05-2021,Totale vaccinazioni ogni cento abitanti,57.95,122.2,55.0,55.9,93.32,86.93
666,28-05-2021,Totale vaccinazioni,49453296.0,10579240.0,33846488.0,,63989645.0,292099778.0
667,28-05-2021,Totale vaccinazioni ogni cento abitanti,59.02,122.23,55.98,,94.26,87.34
670,29-05-2021,Totale vaccinazioni,49863291.0,10579505.0,34370621.0,,64592019.0,293705050.0
671,29-05-2021,Totale vaccinazioni ogni cento abitanti,59.51,122.23,56.85,,95.15,87.82
674,30-05-2021,Totale vaccinazioni,50146737.0,10582897.0,34772638.0,26827637.0,64923228.0,294928850.0
675,30-05-2021,Totale vaccinazioni ogni cento abitanti,59.85,122.27,57.51,57.38,95.64,88.19
678,31-05-2021,Totale vaccinazioni,50692904.0,10586368.0,35251952.0,27119733.0,65211877.0,
679,31-05-2021,Totale vaccinazioni ogni cento abitanti,60.5,122.31,58.3,58.0,96.06,
682,01-06-2021,Totale vaccinazioni,51680241.0,10589212.0,35719553.0,27607247.0,65658949.0,296404240.0
683,01-06-2021,Totale vaccinazioni ogni cento abitanti,61.68,122.34,59.08,59.05,96.72,88.63
686,02-06-2021,Totale vaccinazioni,52926717.0,10591936.0,36130872.0,28182345.0,66180731.0,296912892.0
687,02-06-2021,Totale vaccinazioni ogni cento abitanti,63.17,122.37,59.76,60.28,97.49,88.78
690,03-06-2021,Totale vaccinazioni,53568974.0,10594731.0,36727264.0,28752570.0,66749638.0,297720928.0
691,03-06-2021,Totale vaccinazioni ogni cento abitanti,63.94,122.4,60.74,61.5,98.33,89.02
694,04-06-2021,Totale vaccinazioni,54379119.0,10596203.0,37358730.0,,67317593.0,299120522.0
695,04-06-2021,Totale vaccinazioni ogni cento abitanti,64.9,122.42,61.79,,99.16,89.44
698,05-06-2021,Totale vaccinazioni,54791827.0,10596373.0,37976463.0,,67994584.0,300268730.0
699,05-06-2021,Totale vaccinazioni ogni cento abitanti,65.4,122.42,62.81,,100.16,89.78
702,06-06-2021,Totale vaccinazioni,55083989.0,10601428.0,38488319.0,30007806.0,68381870.0,301638578.0
703,06-06-2021,Totale vaccinazioni ogni cento abitanti,65.75,122.48,63.66,64.18,100.73,90.19
706,07-06-2021,Totale vaccinazioni,55696990.0,10606318.0,39058719.0,30472862.0,68800879.0,302851917.0
707,07-06-2021,Totale vaccinazioni ogni cento abitanti,66.48,122.54,64.6,65.18,101.35,90.55
710,08-06-2021,Totale vaccinazioni,56746031.0,10610892.0,39640042.0,31004060.0,69251163.0,303923667.0
711,08-06-2021,Totale vaccinazioni ogni cento abitanti,67.73,122.59,65.56,66.31,102.01,90.87
714,09-06-2021,Totale vaccinazioni,58162914.0,10615476.0,40233039.0,31628321.0,69743980.0,304753476.0
715,09-06-2021,Totale vaccinazioni ogni cento abitanti,69.42,122.64,66.54,67.65,102.74,91.12
718,10-06-2021,Totale vaccinazioni,59348559.0,10619786.0,40864781.0,32282553.0,70253625.0,305687618.0
719,10-06-2021,Totale vaccinazioni ogni cento abitanti,70.84,122.69,67.59,69.05,103.49,91.4
722,11-06-2021,Totale vaccinazioni,60405185.0,10621433.0,41486559.0,,70769348.0,306509795.0
723,11-06-2021,Totale vaccinazioni ogni cento abitanti,72.1,122.71,68.62,,104.25,91.65
726,12-06-2021,Totale vaccinazioni,60839538.0,10621660.0,42050080.0,,71343859.0,308112728.0
727,12-06-2021,Totale vaccinazioni ogni cento abitanti,72.61,122.72,69.55,,105.09,92.13
730,13-06-2021,Totale vaccinazioni,61122441.0,10625862.0,42484884.0,33242768.0,71672208.0,309322545.0
731,13-06-2021,Totale vaccinazioni ogni cento abitanti,72.95,122.76,70.27,71.1,105.58,92.49
734,14-06-2021,Totale vaccinazioni,61772780.0,10630124.0,43016846.0,33632590.0,72040763.0,310645827.0
735,14-06-2021,Totale vaccinazioni ogni cento abitanti,73.73,122.81,71.15,71.93,106.12,92.88
738,15-06-2021,Totale vaccinazioni,62813001.0,10634258.0,43546792.0,34224523.0,72461462.0,311886674.0
739,15-06-2021,Totale vaccinazioni ogni cento abitanti,74.97,122.86,72.02,73.2,106.74,93.26
742,16-06-2021,Totale vaccinazioni,64186983.0,10637650.0,44102932.0,34845346.0,72891861.0,312915170.0
743,16-06-2021,Totale vaccinazioni ogni cento abitanti,76.61,122.9,72.94,74.53,107.37,93.56
746,17-06-2021,Totale vaccinazioni,65326404.0,10641210.0,44706207.0,35412140.0,73359099.0,314969386.0
747,17-06-2021,Totale vaccinazioni ogni cento abitanti,77.97,122.94,73.94,75.74,108.06,94.18
750,18-06-2021,Totale vaccinazioni,66311046.0,10642630.0,45313905.0,,73787916.0,316048776.0
751,18-06-2021,Totale vaccinazioni ogni cento abitanti,79.15,122.96,74.95,,108.69,94.5
754,19-06-2021,Totale vaccinazioni,66737116.0,10642850.0,45872181.0,,74304520.0,317117797.0
755,19-06-2021,Totale vaccinazioni ogni cento abitanti,79.65,122.96,75.87,,109.45,94.82
758,20-06-2021,Totale vaccinazioni,67031575.0,10647288.0,46309267.0,36357745.0,74577678.0,317966408.0
759,20-06-2021,Totale vaccinazioni ogni cento abitanti,80.01,123.01,76.59,77.76,109.86,95.07
762,21-06-2021,Totale vaccinazioni,67656963.0,10653383.0,46866631.0,36880086.0,74638083.0,318576441.0
763,21-06-2021,Totale vaccinazioni ogni cento abitanti,80.75,123.08,77.51,78.88,109.95,95.26
766,22-06-2021,Totale vaccinazioni,68725322.0,10661043.0,47436764.0,37560626.0,75188795.0,319223844.0
767,22-06-2021,Totale vaccinazioni ogni cento abitanti,82.03,123.17,78.46,80.34,110.76,95.45
770,23-06-2021,Totale vaccinazioni,70051416.0,10672695.0,48003514.0,38293871.0,75564430.0,319872053.0
771,23-06-2021,Totale vaccinazioni ogni cento abitanti,83.61,123.3,79.39,81.9,111.31,95.64
774,24-06-2021,Totale vaccinazioni,71077885.0,10685847.0,48612770.0,38808490.0,75963777.0,320687205.0
775,24-06-2021,Totale vaccinazioni ogni cento abitanti,84.83,123.46,80.4,83.0,111.9,95.89
778,25-06-2021,Totale vaccinazioni,71989985.0,10693533.0,49227926.0,,76341044.0,321199379.0
779,25-06-2021,Totale vaccinazioni ogni cento abitanti,85.92,123.55,81.42,,112.45,96.04
782,26-06-2021,Totale vaccinazioni,72397846.0,10695833.0,49781996.0,,76774990.0,322123103.0
783,26-06-2021,Totale vaccinazioni ogni cento abitanti,86.41,123.57,82.34,,113.09,96.32
786,27-06-2021,Totale vaccinazioni,72689367.0,10712666.0,50212940.0,39914204.0,77038257.0,323327328.0
787,27-06-2021,Totale vaccinazioni ogni cento abitanti,86.76,123.77,83.05,85.37,113.48,96.68
790,28-06-2021,Totale vaccinazioni,73313607.0,10730479.0,50770879.0,40565038.0,77303533.0,324414371.0
791,28-06-2021,Totale vaccinazioni ogni cento abitanti,87.5,123.97,83.97,86.76,113.87,97.0
794,29-06-2021,Totale vaccinazioni,74239752.0,10750509.0,51332257.0,41279995.0,77592212.0,325152847.0
795,29-06-2021,Totale vaccinazioni ogni cento abitanti,88.61,124.2,84.9,88.29,114.3,97.22
798,30-06-2021,Totale vaccinazioni,75253822.0,10769971.0,51903783.0,42027584.0,77909177.0,326521526.0
799,30-06-2021,Totale vaccinazioni ogni cento abitanti,89.82,124.43,85.85,89.89,114.76,97.63
802,01-07-2021,Totale vaccinazioni,76229732.0,10789857.0,52470673.0,42792983.0,78254768.0,328152304.0
803,01-07-2021,Totale vaccinazioni ogni cento abitanti,90.98,124.66,86.78,91.53,115.27,98.12
806,02-07-2021,Totale vaccinazioni,77069317.0,10800920.0,53023896.0,,78555851.0,328809470.0
807,02-07-2021,Totale vaccinazioni ogni cento abitanti,91.99,124.79,87.7,,115.72,98.32
810,03-07-2021,Totale vaccinazioni,77445133.0,10803747.0,53549923.0,,78889449.0,329970551.0
811,03-07-2021,Totale vaccinazioni ogni cento abitanti,92.43,124.82,88.57,,116.21,98.66
814,04-07-2021,Totale vaccinazioni,77717658.0,10824440.0,53963495.0,43959621.0,79078081.0,330604253.0
815,04-07-2021,Totale vaccinazioni ogni cento abitanti,92.76,125.06,89.25,94.02,116.49,98.85
818,05-07-2021,Totale vaccinazioni,78250524.0,10844947.0,54501745.0,44544324.0,79302857.0,
819,05-07-2021,Totale vaccinazioni ogni cento abitanti,93.4,125.29,90.14,95.27,116.82,
822,06-07-2021,Totale vaccinazioni,79023093.0,10865840.0,55036825.0,45233735.0,79541794.0,331214347.0
823,06-07-2021,Totale vaccinazioni ogni cento abitanti,94.32,125.54,91.03,96.75,117.17,99.03
826,07-07-2021,Totale vaccinazioni,80011523.0,10883624.0,55583162.0,45924484.0,79800224.0,331651464.0
827,07-07-2021,Totale vaccinazioni ogni cento abitanti,95.5,125.74,91.93,98.22,117.55,99.17
830,08-07-2021,Totale vaccinazioni,80851431.0,10902675.0,56166287.0,46612489.0,80072121.0,332345797.0
831,08-07-2021,Totale vaccinazioni ogni cento abitanti,96.5,125.96,92.9,99.7,117.95,99.37
834,09-07-2021,Totale vaccinazioni,81601916.0,10914975.0,56762737.0,,80341023.0,332966409.0
835,09-07-2021,Totale vaccinazioni ogni cento abitanti,97.4,126.1,93.88,,118.35,99.56
838,10-07-2021,Totale vaccinazioni,81944394.0,10920158.0,57330408.0,,80646232.0,333565404.0
839,10-07-2021,Totale vaccinazioni ogni cento abitanti,97.8,126.16,94.82,,118.8,99.74
842,11-07-2021,Totale vaccinazioni,82172109.0,10924304.0,57740556.0,47777316.0,80795852.0,334151648.0
843,11-07-2021,Totale vaccinazioni ogni cento abitanti,98.08,126.21,95.5,102.19,119.02,99.91
846,12-07-2021,Totale vaccinazioni,82635198.0,10930118.0,58305015.0,48315430.0,80975508.0,334600770.0
847,12-07-2021,Totale vaccinazioni ogni cento abitanti,98.63,126.28,96.43,103.34,119.28,100.05
850,13-07-2021,Totale vaccinazioni,83390546.0,10938215.0,58874462.0,48911460.0,81192857.0,334942236.0
851,13-07-2021,Totale vaccinazioni ogni cento abitanti,99.53,126.37,97.37,104.61,119.6,100.15
854,14-07-2021,Totale vaccinazioni,84358384.0,10948140.0,59437987.0,49585197.0,81438892.0,335487779.0
855,14-07-2021,Totale vaccinazioni ogni cento abitanti,100.69,126.49,98.31,106.05,119.96,100.31
858,15-07-2021,Totale vaccinazioni,85117446.0,10960067.0,60048294.0,50239048.0,81702466.0,336054953.0
859,15-07-2021,Totale vaccinazioni ogni cento abitanti,101.59,126.62,99.32,107.45,120.35,100.48
862,16-07-2021,Totale vaccinazioni,85767602.0,10966938.0,60639760.0,,81974271.0,336604158.0
863,16-07-2021,Totale vaccinazioni ogni cento abitanti,102.37,126.7,100.29,,120.75,100.65
866,17-07-2021,Totale vaccinazioni,86035552.0,10968532.0,61174677.0,,82266702.0,337239448.0
867,17-07-2021,Totale vaccinazioni ogni cento abitanti,102.69,126.72,101.18,,121.18,100.84
870,18-07-2021,Totale vaccinazioni,86233056.0,10980197.0,61616754.0,51229989.0,82413766.0,337740358.0
871,18-07-2021,Totale vaccinazioni ogni cento abitanti,102.92,126.86,101.91,109.57,121.4,100.99
874,19-07-2021,Totale vaccinazioni,86606421.0,10994402.0,62185457.0,51710022.0,82592996.0,338247434.0
875,19-07-2021,Totale vaccinazioni ogni cento abitanti,103.37,127.02,102.85,110.6,121.66,101.14
878,20-07-2021,Totale vaccinazioni,87198441.0,11008633.0,62749398.0,52293044.0,82793310.0,338491374.0
879,20-07-2021,Totale vaccinazioni ogni cento abitanti,104.08,127.19,103.78,111.85,121.96,101.21
882,21-07-2021,Totale vaccinazioni,87930757.0,11022484.0,63321111.0,52879267.0,83021749.0,339102867.0
883,21-07-2021,Totale vaccinazioni ogni cento abitanti,104.95,127.35,104.73,113.1,122.3,101.39
886,22-07-2021,Totale vaccinazioni,88523131.0,11038279.0,63917357.0,53449255.0,83254082.0,339763765.0
887,22-07-2021,Totale vaccinazioni ogni cento abitanti,105.66,127.53,105.72,114.32,122.64,101.59
890,23-07-2021,Totale vaccinazioni,89040601.0,11048185.0,64492390.0,,83473689.0,340363922.0
891,23-07-2021,Totale vaccinazioni ogni cento abitanti,106.27,127.64,106.67,,122.96,101.77
894,24-07-2021,Totale vaccinazioni,,11050142.0,64933226.0,,,341039972.0
895,24-07-2021,Totale vaccinazioni ogni cento abitanti,,127.67,107.4,,,101.97
